Date,Close,Anomaly,Forecast_Anomaly,Combined_Anomaly
2019-08-30,26403.28,0,0,0
2019-09-03,26118.02,0,0,0
2019-09-04,26355.47,0,0,0
2019-09-05,26728.15,0,0,0
2019-09-06,26797.46,0,0,0
2019-09-09,26835.51,0,0,0
2019-09-10,26909.43,0,0,0
2019-09-11,27137.04,0,0,0
2019-09-12,27182.45,0,0,0
2019-09-13,27219.52,0,0,0
2019-09-16,27076.82,0,0,0
2019-09-17,27110.8,0,0,0
2019-09-18,27147.08,0,0,0
2019-09-19,27094.79,0,0,0
2019-09-20,26935.07,0,0,0
2019-09-23,26949.99,0,0,0
2019-09-24,26807.77,0,0,0
2019-09-25,26970.71,0,0,0
2019-09-26,26891.12,0,0,0
2019-09-27,26820.25,0,0,0
2019-09-30,26916.83,0,0,0
2019-10-01,26573.04,0,0,0
2019-10-02,26078.62,0,0,0
2019-10-03,26201.04,0,0,0
2019-10-04,26573.72,0,0,0
2019-10-07,26478.02,0,0,0
2019-10-08,26164.04,0,0,0
2019-10-09,26346.01,0,0,0
2019-10-10,26496.67,0,0,0
2019-10-11,26816.59,0,0,0
2019-10-14,26787.36,0,0,0
2019-10-15,27024.8,0,0,0
2019-10-16,27001.98,0,0,0
2019-10-17,27025.88,0,0,0
2019-10-18,26770.2,0,0,0
2019-10-21,26827.64,0,0,0
2019-10-22,26788.1,0,0,0
2019-10-23,26833.95,0,0,0
2019-10-24,26805.53,0,0,0
2019-10-25,26958.06,0,0,0
2019-10-28,27090.72,0,0,0
2019-10-29,27071.46,0,0,0
2019-10-30,27186.69,0,0,0
2019-10-31,27046.23,0,0,0
2019-11-01,27347.36,0,0,0
2019-11-04,27462.11,0,0,0
2019-11-05,27492.63,0,0,0
2019-11-06,27492.56,0,0,0
2019-11-07,27674.8,0,0,0
2019-11-08,27681.24,0,0,0
2019-11-11,27691.49,0,0,0
2019-11-12,27691.49,0,0,0
2019-11-13,27783.59,0,0,0
2019-11-14,27781.96,0,0,0
2019-11-15,28004.89,0,0,0
2019-11-18,28036.22,0,0,0
2019-11-19,27934.02,0,0,0
2019-11-20,27821.09,0,0,0
2019-11-21,27766.29,0,0,0
2019-11-22,27875.62,0,0,0
2019-11-25,28066.47,0,0,0
2019-11-26,28121.68,0,0,0
2019-11-27,28164.0,0,0,0
2019-11-29,28051.41,0,0,0
2019-12-02,27783.04,0,0,0
2019-12-03,27502.81,0,0,0
2019-12-04,27649.78,0,0,0
2019-12-05,27677.79,0,0,0
2019-12-06,28015.06,0,0,0
2019-12-09,27909.6,0,0,0
2019-12-10,27881.72,0,0,0
2019-12-11,27911.3,0,0,0
2019-12-12,28132.05,0,0,0
2019-12-13,28135.38,0,0,0
2019-12-16,28235.89,0,0,0
2019-12-17,28267.16,0,0,0
2019-12-18,28239.28,0,0,0
2019-12-19,28376.96,0,0,0
2019-12-20,28455.09,0,0,0
2019-12-23,28551.53,0,0,0
2019-12-24,28515.45,0,0,0
2019-12-26,28621.39,0,0,0
2019-12-27,28645.26,0,0,0
2019-12-30,28462.14,0,0,0
2019-12-31,28538.44,0,0,0
2020-01-02,28868.8,0,0,0
2020-01-03,28634.88,0,0,0
2020-01-06,28703.38,0,0,0
2020-01-07,28583.68,0,0,0
2020-01-08,28745.09,0,0,0
2020-01-09,28956.9,0,0,0
2020-01-10,28823.77,0,0,0
2020-01-13,28907.05,0,0,0
2020-01-14,28939.67,0,0,0
2020-01-15,29030.22,0,0,0
2020-01-16,29297.64,0,1,1
2020-01-17,29348.1,0,1,1
2020-01-21,29196.04,0,1,1
2020-01-22,29186.27,0,1,1
2020-01-23,29160.09,0,1,1
2020-01-24,28989.73,0,1,1
2020-01-27,28535.8,0,0,0
2020-01-28,28722.85,0,0,0
2020-01-29,28734.45,0,1,1
2020-01-30,28859.44,0,1,1
2020-01-31,28256.03,0,0,0
2020-02-03,28399.81,0,0,0
2020-02-04,28807.63,0,1,1
2020-02-05,29290.85,0,1,1
2020-02-06,29379.77,0,1,1
2020-02-07,29102.51,0,1,1
2020-02-10,29276.82,0,1,1
2020-02-11,29276.34,0,1,1
2020-02-12,29551.42,0,1,1
2020-02-13,29423.31,0,1,1
2020-02-14,29398.08,0,1,1
2020-02-18,29232.19,0,1,1
2020-02-19,29348.03,0,1,1
2020-02-20,29219.98,0,1,1
2020-02-21,28992.41,0,1,1
2020-02-24,27960.8,0,1,1
2020-02-25,27081.36,0,0,0
2020-02-26,26957.59,0,0,0
2020-02-27,25766.64,0,0,0
2020-02-28,25409.36,0,0,0
2020-03-02,26703.32,0,1,1
2020-03-03,25917.41,0,0,0
2020-03-04,27090.86,0,1,1
2020-03-05,26121.28,0,0,0
2020-03-06,25864.78,0,0,0
2020-03-09,23851.02,0,0,0
2020-03-10,25018.16,0,0,0
2020-03-11,23553.22,0,0,0
2020-03-12,21200.62,0,1,1
2020-03-13,23185.62,0,0,0
2020-03-16,20188.52,0,1,1
2020-03-17,21237.38,0,1,1
2020-03-18,19898.92,0,1,1
2020-03-19,20087.19,0,1,1
2020-03-20,19173.98,1,1,1
2020-03-23,18591.93,1,1,1
2020-03-24,20704.91,1,1,1
2020-03-25,21200.55,1,1,1
2020-03-26,22552.17,0,0,0
2020-03-27,21636.78,1,1,1
2020-03-30,22327.48,0,1,1
2020-03-31,21917.16,0,1,1
2020-04-01,20943.51,1,1,1
2020-04-02,21413.44,1,1,1
2020-04-03,21052.53,1,1,1
2020-04-06,22679.99,1,1,1
2020-04-07,22653.86,1,1,1
2020-04-08,23433.57,1,0,1
2020-04-09,23719.37,1,0,1
2020-04-13,23390.77,1,1,1
2020-04-14,23949.76,0,0,0
2020-04-15,23504.35,0,1,1
2020-04-16,23537.68,0,1,1
2020-04-17,24242.49,0,0,0
2020-04-20,23650.44,0,1,1
2020-04-21,23018.88,0,1,1
2020-04-22,23475.82,0,1,1
2020-04-23,23515.26,0,1,1
2020-04-24,23775.27,0,1,1
2020-04-27,24133.78,0,0,0
2020-04-28,24101.55,0,0,0
2020-04-29,24633.86,0,0,0
2020-04-30,24345.72,0,0,0
2020-05-01,23723.69,0,0,0
2020-05-04,23749.76,0,0,0
2020-05-05,23883.09,0,0,0
2020-05-06,23664.64,0,0,0
2020-05-07,23875.89,0,0,0
2020-05-08,24331.32,0,0,0
2020-05-11,24221.99,0,0,0
2020-05-12,23764.78,0,0,0
2020-05-13,23247.97,0,1,1
2020-05-14,23625.34,0,0,0
2020-05-15,23685.42,0,0,0
2020-05-18,24597.37,0,0,0
2020-05-19,24206.86,0,0,0
2020-05-20,24575.9,0,0,0
2020-05-21,24474.12,0,0,0
2020-05-22,24465.16,0,0,0
2020-05-26,24995.11,0,0,0
2020-05-27,25548.27,0,0,0
2020-05-28,25400.64,0,0,0
2020-05-29,25383.11,0,0,0
2020-06-01,25475.02,0,0,0
2020-06-02,25742.65,0,0,0
2020-06-03,26269.89,0,0,0
2020-06-04,26281.82,0,0,0
2020-06-05,27110.98,0,1,1
2020-06-08,27572.44,0,1,1
2020-06-09,27272.3,0,1,1
2020-06-10,26989.99,0,1,1
2020-06-11,25128.17,0,0,0
2020-06-12,25605.54,0,0,0
2020-06-15,25763.16,0,0,0
2020-06-16,26289.98,0,0,0
2020-06-17,26119.61,0,0,0
2020-06-18,26080.1,0,0,0
2020-06-19,25871.46,0,0,0
2020-06-22,26024.96,0,0,0
2020-06-23,26156.1,0,0,0
2020-06-24,25445.94,0,0,0
2020-06-25,25745.6,0,0,0
2020-06-26,25015.55,0,0,0
2020-06-29,25595.8,0,0,0
2020-06-30,25812.88,0,0,0
2020-07-01,25734.97,0,0,0
2020-07-02,25827.36,0,0,0
2020-07-06,26287.03,0,0,0
2020-07-07,25890.18,0,0,0
2020-07-08,26067.28,0,0,0
2020-07-09,25706.09,0,0,0
2020-07-10,26075.3,0,0,0
2020-07-13,26085.8,0,0,0
2020-07-14,26642.59,0,0,0
2020-07-15,26870.1,0,0,0
2020-07-16,26734.71,0,0,0
2020-07-17,26671.95,0,0,0
2020-07-20,26680.87,0,0,0
2020-07-21,26840.4,0,0,0
2020-07-22,27005.84,0,0,0
2020-07-23,26652.33,0,0,0
2020-07-24,26469.89,0,0,0
2020-07-27,26584.77,0,0,0
2020-07-28,26379.28,0,0,0
2020-07-29,26539.57,0,0,0
2020-07-30,26313.65,0,0,0
2020-07-31,26428.32,0,0,0
2020-08-03,26664.4,0,0,0
2020-08-04,26828.47,0,0,0
2020-08-05,27201.52,0,0,0
2020-08-06,27386.98,0,0,0
2020-08-07,27433.48,0,0,0
2020-08-10,27791.44,0,0,0
2020-08-11,27686.91,0,0,0
2020-08-12,27976.84,0,0,0
2020-08-13,27896.72,0,0,0
2020-08-14,27931.02,0,0,0
2020-08-17,27844.91,0,0,0
2020-08-18,27778.07,0,0,0
2020-08-19,27692.88,0,0,0
2020-08-20,27739.73,0,0,0
2020-08-21,27930.33,0,0,0
2020-08-24,28308.46,0,0,0
2020-08-25,28248.44,0,0,0
2020-08-26,28331.92,0,0,0
2020-08-27,28492.27,0,0,0
2020-08-28,28653.87,0,0,0
2020-08-31,28430.05,0,0,0
2020-09-01,28645.66,0,1,1
2020-09-02,29100.5,0,1,1
2020-09-03,28292.73,0,0,0
2020-09-04,28133.31,0,0,0
2020-09-08,27500.89,0,0,0
2020-09-09,27940.47,0,0,0
2020-09-10,27534.58,0,0,0
2020-09-11,27665.64,0,0,0
2020-09-14,27993.33,0,0,0
2020-09-15,27995.6,0,0,0
2020-09-16,28032.38,0,0,0
2020-09-17,27901.98,0,0,0
2020-09-18,27657.42,0,0,0
2020-09-21,27147.7,0,0,0
2020-09-22,27288.18,0,0,0
2020-09-23,26763.13,0,0,0
2020-09-24,26815.44,0,0,0
2020-09-25,27173.96,0,0,0
2020-09-28,27584.06,0,0,0
2020-09-29,27452.66,0,0,0
2020-09-30,27781.7,0,0,0
2020-10-01,27816.9,0,0,0
2020-10-02,27682.81,0,0,0
2020-10-05,28148.64,0,0,0
2020-10-06,27772.76,0,0,0
2020-10-07,28303.46,0,0,0
2020-10-08,28425.51,0,0,0
2020-10-09,28586.9,0,1,1
2020-10-12,28837.52,0,1,1
2020-10-13,28679.81,0,1,1
2020-10-14,28514.0,0,0,0
2020-10-15,28494.2,0,0,0
2020-10-16,28606.31,0,0,0
2020-10-19,28195.42,0,0,0
2020-10-20,28308.79,0,0,0
2020-10-21,28210.82,0,0,0
2020-10-22,28363.66,0,0,0
2020-10-23,28335.57,0,0,0
2020-10-26,27685.38,0,0,0
2020-10-27,27463.19,0,0,0
2020-10-28,26519.95,0,1,1
2020-10-29,26659.11,0,1,1
2020-10-30,26501.6,0,1,1
2020-11-02,26925.05,0,1,1
2020-11-03,27480.03,0,1,1
2020-11-04,27847.66,0,0,0
2020-11-05,28390.18,0,0,0
2020-11-06,28323.4,0,0,0
2020-11-09,29157.97,0,0,0
2020-11-10,29420.92,0,0,0
2020-11-11,29397.63,0,0,0
2020-11-12,29080.17,0,0,0
2020-11-13,29479.81,0,0,0
2020-11-16,29950.44,0,0,0
2020-11-17,29783.35,0,0,0
2020-11-18,29438.42,0,0,0
2020-11-19,29483.23,0,0,0
2020-11-20,29263.48,0,0,0
2020-11-23,29591.27,0,0,0
2020-11-24,30046.24,0,0,0
2020-11-25,29872.47,0,0,0
2020-11-27,29910.37,0,0,0
2020-11-30,29638.64,0,0,0
2020-12-01,29823.92,0,0,0
2020-12-02,29883.79,0,0,0
2020-12-03,29969.52,0,0,0
2020-12-04,30218.26,0,0,0
2020-12-07,30069.79,0,0,0
2020-12-08,30173.88,0,0,0
2020-12-09,30068.81,0,0,0
2020-12-10,29999.26,0,0,0
2020-12-11,30046.37,0,0,0
2020-12-14,29861.55,0,0,0
2020-12-15,30199.31,0,0,0
2020-12-16,30154.54,0,0,0
2020-12-17,30303.37,0,0,0
2020-12-18,30179.05,0,0,0
2020-12-21,30216.45,0,0,0
2020-12-22,30015.51,0,0,0
2020-12-23,30129.83,0,0,0
2020-12-24,30199.87,0,0,0
2020-12-28,30403.97,0,0,0
2020-12-29,30335.67,0,0,0
2020-12-30,30409.56,0,0,0
2020-12-31,30606.48,0,0,0
2021-01-04,30223.89,0,0,0
2021-01-05,30391.6,0,0,0
2021-01-06,30829.4,0,0,0
2021-01-07,31041.13,0,0,0
2021-01-08,31097.97,0,0,0
2021-01-11,31008.69,0,0,0
2021-01-12,31068.69,0,0,0
2021-01-13,31060.47,0,0,0
2021-01-14,30991.52,0,0,0
2021-01-15,30814.26,0,0,0
2021-01-19,30930.52,0,0,0
2021-01-20,31188.38,0,0,0
2021-01-21,31176.01,0,0,0
2021-01-22,30996.98,0,0,0
2021-01-25,30960.0,0,0,0
2021-01-26,30937.04,0,0,0
2021-01-27,30303.17,0,1,1
2021-01-28,30603.36,0,1,1
2021-01-29,29982.62,0,1,1
2021-02-01,30211.91,0,1,1
2021-02-02,30687.48,0,1,1
2021-02-03,30723.6,0,1,1
2021-02-04,31055.86,0,0,0
2021-02-05,31148.24,0,0,0
2021-02-08,31385.76,0,0,0
2021-02-09,31375.83,0,0,0
2021-02-10,31437.8,0,0,0
2021-02-11,31430.7,0,0,0
2021-02-12,31458.4,0,0,0
2021-02-16,31522.75,0,0,0
2021-02-17,31613.02,0,0,0
2021-02-18,31493.34,0,0,0
2021-02-19,31494.32,0,0,0
2021-02-22,31521.69,0,0,0
2021-02-23,31537.35,0,0,0
2021-02-24,31961.86,0,0,0
2021-02-25,31402.01,0,0,0
2021-02-26,30932.37,0,1,1
2021-03-01,31535.51,0,0,0
2021-03-02,31391.52,0,0,0
2021-03-03,31270.09,0,0,0
2021-03-04,30924.14,0,0,0
2021-03-05,31496.3,0,0,0
2021-03-08,31802.44,0,0,0
2021-03-09,31832.74,0,0,0
2021-03-10,32297.02,0,0,0
2021-03-11,32485.59,0,0,0
2021-03-12,32778.64,0,1,1
2021-03-15,32953.46,0,1,1
2021-03-16,32825.95,0,0,0
2021-03-17,33015.37,0,1,1
2021-03-18,32862.3,0,0,0
2021-03-19,32627.97,0,0,0
2021-03-22,32731.2,0,0,0
2021-03-23,32423.15,0,0,0
2021-03-24,32420.06,0,0,0
2021-03-25,32619.48,0,0,0
2021-03-26,33072.88,0,0,0
2021-03-29,33171.37,0,0,0
2021-03-30,33066.96,0,0,0
2021-03-31,32981.55,0,0,0
2021-04-01,33153.21,0,0,0
2021-04-05,33527.19,0,0,0
2021-04-06,33430.24,0,0,0
2021-04-07,33446.26,0,0,0
2021-04-08,33503.57,0,0,0
2021-04-09,33800.6,0,0,0
2021-04-12,33745.4,0,0,0
2021-04-13,33677.27,0,0,0
2021-04-14,33730.89,0,0,0
2021-04-15,34035.99,0,0,0
2021-04-16,34200.67,0,0,0
2021-04-19,34077.63,0,0,0
2021-04-20,33821.3,0,0,0
2021-04-21,34137.31,0,0,0
2021-04-22,33815.9,0,0,0
2021-04-23,34043.49,0,0,0
2021-04-26,33981.57,0,0,0
2021-04-27,33984.93,0,0,0
2021-04-28,33820.38,0,0,0
2021-04-29,34060.36,0,0,0
2021-04-30,33874.85,0,0,0
2021-05-03,34113.23,0,0,0
2021-05-04,34133.03,0,0,0
2021-05-05,34230.34,0,0,0
2021-05-06,34548.53,0,0,0
2021-05-07,34777.76,0,1,1
2021-05-10,34742.82,0,1,1
2021-05-11,34269.16,0,0,0
2021-05-12,33587.66,0,0,0
2021-05-13,34021.45,0,0,0
2021-05-14,34382.13,0,0,0
2021-05-17,34327.79,0,0,0
2021-05-18,34060.66,0,0,0
2021-05-19,33896.04,0,0,0
2021-05-20,34084.15,0,0,0
2021-05-21,34207.84,0,0,0
2021-05-24,34393.98,0,0,0
2021-05-25,34312.46,0,0,0
2021-05-26,34323.05,0,0,0
2021-05-27,34464.64,0,0,0
2021-05-28,34529.45,0,0,0
2021-06-01,34575.31,0,0,0
2021-06-02,34600.38,0,0,0
2021-06-03,34577.04,0,0,0
2021-06-04,34756.39,0,0,0
2021-06-07,34630.24,0,0,0
2021-06-08,34599.82,0,0,0
2021-06-09,34447.14,0,0,0
2021-06-10,34466.24,0,0,0
2021-06-11,34479.6,0,0,0
2021-06-14,34393.75,0,0,0
2021-06-15,34299.33,0,0,0
2021-06-16,34033.67,0,0,0
2021-06-17,33823.45,0,0,0
2021-06-18,33290.08,0,0,0
2021-06-21,33876.97,0,0,0
2021-06-22,33945.58,0,0,0
2021-06-23,33874.24,0,0,0
